task,task_type,router,beneficial_auc_mean,beneficial_auc_std,beneficial_auc_mean_std,beneficial_ap_mean,beneficial_ap_std,beneficial_ap_mean_std,precision_at_20_mean,precision_at_20_std,precision_at_20_mean_std,ndcg_at_20_mean,ndcg_at_20_std,ndcg_at_20_mean_std,utility_spearman_mean,utility_spearman_std,utility_spearman_mean_std,n_seeds
BACE,classification,R7_nested_top,0.4927846774810084,0.04398068990251443,0.492785 +/- 0.043981,0.49051819337789604,0.04112734917239713,0.490518 +/- 0.041127,0.4375,0.09409658158863511,0.437500 +/- 0.094097,0.10426913885805708,0.026459687708363308,0.104269 +/- 0.026460,-0.0069033154851621484,0.0902692027629924,-0.006903 +/- 0.090269,5
BACE,classification,R8_nested_gated,0.4927846774810084,0.04398068990251443,0.492785 +/- 0.043981,0.49051819337789604,0.04112734917239713,0.490518 +/- 0.041127,0.4375,0.09409658158863511,0.437500 +/- 0.094097,0.10426913885805708,0.026459687708363308,0.104269 +/- 0.026460,-0.0069033154851621484,0.0902692027629924,-0.006903 +/- 0.090269,5
BACE,classification,R9_nested_lcb_guardrail,0.4927846774810084,0.04398068990251443,0.492785 +/- 0.043981,0.49051819337789604,0.04112734917239713,0.490518 +/- 0.041127,0.4375,0.09409658158863511,0.437500 +/- 0.094097,0.10426913885805708,0.026459687708363308,0.104269 +/- 0.026460,-0.0069033154851621484,0.0902692027629924,-0.006903 +/- 0.090269,5
BACE,classification,flexibility,0.49608482572716034,0.03544393660370917,0.496085 +/- 0.035444,0.5012475883060824,0.044331023334810364,0.501248 +/- 0.044331,0.5083333333333334,0.05980291706003051,0.508333 +/- 0.059803,0.09625953518888367,0.037285454359000235,0.096260 +/- 0.037285,0.01046385008373341,0.07445208247186151,0.010464 +/- 0.074452,5
BACE,classification,old_voi,0.5193656333791873,0.015562319256674003,0.519366 +/- 0.015562,0.49422760393678944,0.020513657062197592,0.494228 +/- 0.020514,0.45,0.036324157862838956,0.450000 +/- 0.036324,0.1522608675137413,0.035243905771402975,0.152261 +/- 0.035244,0.004462538020098018,0.04302352891661912,0.004463 +/- 0.043024,5
BACE,classification,oracle,1.0,0.0,1.000000 +/- 0.000000,1.0,1.4043333874306804e-16,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,1.4895204919483638e-16,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,5
BACE,classification,random,0.501328678707374,0.04252565690186296,0.501329 +/- 0.042526,0.5184813290650057,0.059576988387213065,0.518481 +/- 0.059577,0.5166666666666666,0.0887803156360938,0.516667 +/- 0.088780,0.10981410636274165,0.09372463178814282,0.109814 +/- 0.093725,0.0037436594255307125,0.073495358876345,0.003744 +/- 0.073495,5
BACE,classification,uncertainty,0.47187922370832036,0.012199344354051298,0.471879 +/- 0.012199,0.4839443357300509,0.024326269737150685,0.483944 +/- 0.024326,0.4291666666666666,0.042898458920779176,0.429167 +/- 0.042898,0.1732871143226294,0.0234163771662393,0.173287 +/- 0.023416,-0.06551936543712301,0.04147063769566126,-0.065519 +/- 0.041471,5
BBBP,classification,R7_nested_top,0.49702368931217344,0.045067433396902896,0.497024 +/- 0.045067,0.6366884436145281,0.04990163240883511,0.636688 +/- 0.049902,0.6524590163934427,0.0675123287933574,0.652459 +/- 0.067512,0.13238049507919714,0.05610968207139013,0.132380 +/- 0.056110,-0.002120970163836079,0.06453601623639545,-0.002121 +/- 0.064536,5
BBBP,classification,R8_nested_gated,0.49702368931217344,0.045067433396902896,0.497024 +/- 0.045067,0.6366884436145281,0.04990163240883511,0.636688 +/- 0.049902,0.6524590163934427,0.0675123287933574,0.652459 +/- 0.067512,0.13238049507919714,0.05610968207139013,0.132380 +/- 0.056110,-0.002120970163836079,0.06453601623639545,-0.002121 +/- 0.064536,5
BBBP,classification,R9_nested_lcb_guardrail,0.49702368931217344,0.045067433396902896,0.497024 +/- 0.045067,0.6366884436145281,0.04990163240883511,0.636688 +/- 0.049902,0.6524590163934427,0.0675123287933574,0.652459 +/- 0.067512,0.13238049507919714,0.05610968207139013,0.132380 +/- 0.056110,-0.002120970163836079,0.06453601623639545,-0.002121 +/- 0.064536,5
BBBP,classification,flexibility,0.4976099704185436,0.0248799743903162,0.497610 +/- 0.024880,0.6216954499760861,0.0398412468249783,0.621695 +/- 0.039841,0.619672131147541,0.06985992050053284,0.619672 +/- 0.069860,0.10636738437603402,0.025639169627425316,0.106367 +/- 0.025639,0.00074418321520511,0.0382785705202262,0.000744 +/- 0.038279,5
BBBP,classification,old_voi,0.49383092797269723,0.03210840893847282,0.493831 +/- 0.032108,0.6161923195639311,0.013849763215587875,0.616192 +/- 0.013850,0.5868852459016394,0.02409334173229354,0.586885 +/- 0.024093,0.2435561150630327,0.054088844387554784,0.243556 +/- 0.054089,0.041163118506633414,0.0478599437572769,0.041163 +/- 0.047860,5
BBBP,classification,oracle,1.0,0.0,1.000000 +/- 0.000000,1.0,4.965068306494546e-17,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,1.2161883888976234e-16,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,5
BBBP,classification,random,0.4943208156806304,0.03362175227467302,0.494321 +/- 0.033622,0.6269746996607151,0.039366673293912254,0.626975 +/- 0.039367,0.6,0.06606374321183568,0.600000 +/- 0.066064,0.148353122559437,0.014270136769866004,0.148353 +/- 0.014270,-0.012695613189192845,0.03369592278835844,-0.012696 +/- 0.033696,5
BBBP,classification,uncertainty,0.5408053719226993,0.013905010742739471,0.540805 +/- 0.013905,0.6449890308593197,0.015442805944030615,0.644989 +/- 0.015443,0.6524590163934426,0.02622950819672129,0.652459 +/- 0.026230,0.42480235204793165,0.07470727126000938,0.424802 +/- 0.074707,0.26665334853156136,0.023332084779920808,0.266653 +/- 0.023332,5
ESOL,regression,R7_nested_top,0.5252953280741364,0.052799626529523046,0.525295 +/- 0.052800,0.5176507362925189,0.04301506024802877,0.517651 +/- 0.043015,0.532,0.06013318551349163,0.532000 +/- 0.060133,0.27232663655671263,0.0842150232063648,0.272327 +/- 0.084215,0.055891601560096406,0.1279088302320974,0.055892 +/- 0.127909,5
ESOL,regression,R8_nested_gated,0.5252953280741364,0.052799626529523046,0.525295 +/- 0.052800,0.5176507362925189,0.04301506024802877,0.517651 +/- 0.043015,0.532,0.06013318551349163,0.532000 +/- 0.060133,0.27232663655671263,0.0842150232063648,0.272327 +/- 0.084215,0.055891601560096406,0.1279088302320974,0.055892 +/- 0.127909,5
ESOL,regression,R9_nested_lcb_guardrail,0.5252953280741364,0.052799626529523046,0.525295 +/- 0.052800,0.5176507362925189,0.04301506024802877,0.517651 +/- 0.043015,0.532,0.06013318551349163,0.532000 +/- 0.060133,0.27232663655671263,0.0842150232063648,0.272327 +/- 0.084215,0.055891601560096406,0.1279088302320974,0.055892 +/- 0.127909,5
ESOL,regression,flexibility,0.513477476159459,0.025221470655470965,0.513477 +/- 0.025221,0.47106624407053027,0.030278017140259152,0.471066 +/- 0.030278,0.46399999999999997,0.04079215610874229,0.464000 +/- 0.040792,0.16883180207669182,0.03660847460239756,0.168832 +/- 0.036608,0.003158959743625682,0.04423282257444921,0.003159 +/- 0.044233,5
ESOL,regression,old_voi,0.5097799804877441,0.05937110813705243,0.509780 +/- 0.059371,0.5021826943358134,0.05644167704599015,0.502183 +/- 0.056442,0.484,0.08138795979750323,0.484000 +/- 0.081388,0.271197732690701,0.11845506956843907,0.271198 +/- 0.118455,0.018530677290836645,0.14587947010534338,0.018531 +/- 0.145879,5
ESOL,regression,oracle,1.0,0.0,1.000000 +/- 0.000000,1.0,8.599750569898517e-17,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,5
ESOL,regression,random,0.5054095319744635,0.012990904123150801,0.505410 +/- 0.012991,0.4894701737864226,0.04169965242422106,0.489470 +/- 0.041700,0.46399999999999997,0.034409301068170514,0.464000 +/- 0.034409,0.21123702512867332,0.04595726162079105,0.211237 +/- 0.045957,0.008271675203946121,0.03722080247423229,0.008272 +/- 0.037221,5
